Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,1.64452e-06
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,1.76
,
,
,
Label,
TIME,CH1
1.0433e-06,-0.368
1.0437e-06,-0.368
1.0441e-06,-0.36
1.0445e-06,-0.352
1.0449e-06,-0.328
1.0453e-06,-0.312
1.0457e-06,-0.32
1.0461e-06,-0.336
1.0465e-06,-0.344
1.0469e-06,-0.36
1.0473e-06,-0.36
1.0477e-06,-0.36
1.0481e-06,-0.392
1.0485e-06,-0.4
1.0489e-06,-0.416
1.0493e-06,-0.424
1.0497e-06,-0.424
1.0501e-06,-0.424
1.0505e-06,-0.432
1.0509e-06,-0.456
1.0513e-06,-0.456
1.0517e-06,-0.448
1.0521e-06,-0.44
1.0525e-06,-0.44
1.0529e-06,-0.456
1.0533e-06,-0.464
1.0537e-06,-0.464
1.0541e-06,-0.456
1.0545e-06,-0.448
1.0549e-06,-0.44
1.0553e-06,-0.432
1.0557e-06,-0.44
1.0561e-06,-0.424
1.0565e-06,-0.416
1.0569e-06,-0.408
1.0573e-06,-0.408
1.0577e-06,-0.4
1.0581e-06,-0.392
1.0585e-06,-0.376
1.0589e-06,-0.36
1.0593e-06,-0.352
1.0597e-06,-0.352
1.0601e-06,-0.36
1.0605e-06,-0.344
1.0609e-06,-0.336
1.0613e-06,-0.312
1.0617e-06,-0.32
1.0621e-06,-0.336
1.0625e-06,-0.36
1.0629e-06,-0.368
1.0633e-06,-0.368
1.0637e-06,-0.376
1.0641e-06,-0.392
1.0645e-06,-0.4
1.0649e-06,-0.432
1.0653e-06,-0.424
1.0657e-06,-0.424
1.0661e-06,-0.416
1.0665e-06,-0.424
1.0669e-06,-0.448
1.0673e-06,-0.448
1.0677e-06,-0.448
1.0681e-06,-0.424
1.0685e-06,-0.424
1.0689e-06,-0.432
1.0693e-06,-0.448
1.0697e-06,-0.448
1.0701e-06,-0.448
1.0705e-06,-0.424
1.0709e-06,-0.424
1.0713e-06,-0.416
1.0717e-06,-0.432
1.0721e-06,-0.432
1.0725e-06,-0.424
1.0729e-06,-0.4
1.0733e-06,-0.384
1.0737e-06,-0.392
1.0741e-06,-0.4
1.0745e-06,-0.384
1.0749e-06,-0.368
1.0753e-06,-0.36
1.0757e-06,-0.352
1.0761e-06,-0.352
1.0765e-06,-0.344
1.0769e-06,-0.336
1.0773e-06,-0.32
1.0777e-06,-0.304
1.0781e-06,-0.312
1.0785e-06,-0.328
1.0789e-06,-0.344
1.0793e-06,-0.36
1.0797e-06,-0.36
1.0801e-06,-0.368
1.0805e-06,-0.392
1.0809e-06,-0.408
1.0813e-06,-0.44
1.0817e-06,-0.448
1.0821e-06,-0.424
1.0825e-06,-0.424
1.0829e-06,-0.432
1.0833e-06,-0.448
1.0837e-06,-0.464
1.0841e-06,-0.464
1.0845e-06,-0.432
1.0849e-06,-0.432
1.0853e-06,-0.432
1.0857e-06,-0.456
1.0861e-06,-0.464
1.0865e-06,-0.456
1.0869e-06,-0.44
1.0873e-06,-0.416
1.0877e-06,-0.424
1.0881e-06,-0.432
1.0885e-06,-0.424
1.0889e-06,-0.416
1.0893e-06,-0.4
1.0897e-06,-0.392
1.0901e-06,-0.392
1.0905e-06,-0.392
1.0909e-06,-0.376
1.0913e-06,-0.36
1.0917e-06,-0.352
1.0921e-06,-0.344
1.0925e-06,-0.344
1.0929e-06,-0.344
1.0933e-06,-0.336
1.0937e-06,-0.328
1.0941e-06,-0.328
1.0945e-06,-0.336
1.0949e-06,-0.36
1.0953e-06,-0.376
1.0957e-06,-0.384
1.0961e-06,-0.392
1.0965e-06,-0.4
1.0969e-06,-0.424
1.0973e-06,-0.432
1.0977e-06,-0.44
1.0981e-06,-0.432
1.0985e-06,-0.432
1.0989e-06,-0.432
1.0993e-06,-0.44
1.0997e-06,-0.456
1.1001e-06,-0.44
1.1005e-06,-0.432
1.1009e-06,-0.424
1.1013e-06,-0.424
1.1017e-06,-0.448
1.1021e-06,-0.464
1.1025e-06,-0.456
1.1029e-06,-0.432
1.1033e-06,-0.424
1.1037e-06,-0.416
1.1041e-06,-0.424
1.1045e-06,-0.432
1.1049e-06,-0.44
1.1053e-06,-0.424
1.1057e-06,-0.4
1.1061e-06,-0.392
1.1065e-06,-0.392
1.1069e-06,-0.4
1.1073e-06,-0.376
1.1077e-06,-0.368
1.1081e-06,-0.352
1.1085e-06,-0.344
1.1089e-06,-0.344
1.1093e-06,-0.344
1.1097e-06,-0.336
1.1101e-06,-0.328
1.1105e-06,-0.336
1.1109e-06,-0.344
1.1113e-06,-0.368
1.1117e-06,-0.392
1.1121e-06,-0.392
1.1125e-06,-0.4
1.1129e-06,-0.4
1.1133e-06,-0.416
1.1137e-06,-0.44
1.1141e-06,-0.448
1.1145e-06,-0.448
1.1149e-06,-0.44
1.1153e-06,-0.44
1.1157e-06,-0.456
1.1161e-06,-0.472
1.1165e-06,-0.464
1.1169e-06,-0.456
1.1173e-06,-0.456
1.1177e-06,-0.456
1.1181e-06,-0.464
1.1185e-06,-0.464
1.1189e-06,-0.456
1.1193e-06,-0.44
1.1197e-06,-0.416
1.1201e-06,-0.416
1.1205e-06,-0.432
1.1209e-06,-0.432
1.1213e-06,-0.424
1.1217e-06,-0.4
1.1221e-06,-0.376
1.1225e-06,-0.368
1.1229e-06,-0.376
1.1233e-06,-0.368
1.1237e-06,-0.368
1.1241e-06,-0.36
1.1245e-06,-0.336
1.1249e-06,-0.328
1.1253e-06,-0.336
1.1257e-06,-0.336
1.1261e-06,-0.336
1.1265e-06,-0.344
1.1269e-06,-0.344
1.1273e-06,-0.36
1.1277e-06,-0.384
1.1281e-06,-0.4
1.1285e-06,-0.408
1.1289e-06,-0.408
1.1293e-06,-0.408
1.1297e-06,-0.416
1.1301e-06,-0.424
1.1305e-06,-0.432
1.1309e-06,-0.44
1.1313e-06,-0.44
1.1317e-06,-0.432
1.1321e-06,-0.432
1.1325e-06,-0.448
1.1329e-06,-0.448
1.1333e-06,-0.448
1.1337e-06,-0.448
1.1341e-06,-0.44
1.1345e-06,-0.448
1.1349e-06,-0.448
1.1353e-06,-0.432
1.1357e-06,-0.416
1.1361e-06,-0.416
1.1365e-06,-0.416
1.1369e-06,-0.424
1.1373e-06,-0.416
1.1377e-06,-0.408
1.1381e-06,-0.376
1.1385e-06,-0.36
1.1389e-06,-0.36
1.1393e-06,-0.368
1.1397e-06,-0.36
1.1401e-06,-0.352
1.1405e-06,-0.344
1.1409e-06,-0.328
1.1413e-06,-0.328
1.1417e-06,-0.336
1.1421e-06,-0.352
1.1425e-06,-0.352
1.1429e-06,-0.352
1.1433e-06,-0.368
1.1437e-06,-0.376
1.1441e-06,-0.408
1.1445e-06,-0.424
1.1449e-06,-0.424
1.1453e-06,-0.416
1.1457e-06,-0.416
1.1461e-06,-0.424
1.1465e-06,-0.464
1.1469e-06,-0.456
1.1473e-06,-0.456
1.1477e-06,-0.44
1.1481e-06,-0.432
1.1485e-06,-0.44
1.1489e-06,-0.456
1.1493e-06,-0.464
1.1497e-06,-0.456
1.1501e-06,-0.448
1.1505e-06,-0.44
1.1509e-06,-0.456
1.1513e-06,-0.44
1.1517e-06,-0.44
1.1521e-06,-0.432
1.1525e-06,-0.424
1.1529e-06,-0.408
1.1533e-06,-0.416
1.1537e-06,-0.416
1.1541e-06,-0.392
1.1545e-06,-0.376
1.1549e-06,-0.368
1.1553e-06,-0.352
1.1557e-06,-0.36
1.1561e-06,-0.36
1.1565e-06,-0.352
1.1569e-06,-0.336
1.1573e-06,-0.312
1.1577e-06,-0.328
1.1581e-06,-0.336
1.1585e-06,-0.36
1.1589e-06,-0.36
1.1593e-06,-0.368
1.1597e-06,-0.376
1.1601e-06,-0.384
1.1605e-06,-0.408
1.1609e-06,-0.432
1.1613e-06,-0.432
1.1617e-06,-0.424
1.1621e-06,-0.416
1.1625e-06,-0.44
1.1629e-06,-0.456
1.1633e-06,-0.464
1.1637e-06,-0.456
1.1641e-06,-0.432
1.1645e-06,-0.432
1.1649e-06,-0.44
1.1653e-06,-0.464
1.1657e-06,-0.464
1.1661e-06,-0.448
1.1665e-06,-0.448
1.1669e-06,-0.424
1.1673e-06,-0.432
1.1677e-06,-0.44
1.1681e-06,-0.432
1.1685e-06,-0.424
1.1689e-06,-0.408
1.1693e-06,-0.4
1.1697e-06,-0.4
1.1701e-06,-0.384
1.1705e-06,-0.368
1.1709e-06,-0.36
1.1713e-06,-0.352
1.1717e-06,-0.352
1.1721e-06,-0.36
1.1725e-06,-0.36
1.1729e-06,-0.336
1.1733e-06,-0.32
1.1737e-06,-0.32
1.1741e-06,-0.328
1.1745e-06,-0.352
1.1749e-06,-0.368
1.1753e-06,-0.368
1.1757e-06,-0.368
1.1761e-06,-0.376
1.1765e-06,-0.4
1.1769e-06,-0.416
1.1773e-06,-0.432
1.1777e-06,-0.416
1.1781e-06,-0.424
1.1785e-06,-0.416
1.1789e-06,-0.432
1.1793e-06,-0.456
1.1797e-06,-0.456
1.1801e-06,-0.424
1.1805e-06,-0.408
1.1809e-06,-0.408
1.1813e-06,-0.432
1.1817e-06,-0.456
1.1821e-06,-0.456
1.1825e-06,-0.432
1.1829e-06,-0.416
1.1833e-06,-0.416
1.1837e-06,-0.416
1.1841e-06,-0.416
1.1845e-06,-0.416
1.1849e-06,-0.408
1.1853e-06,-0.392
1.1857e-06,-0.384
1.1861e-06,-0.384
1.1865e-06,-0.384
1.1869e-06,-0.376
1.1873e-06,-0.36
1.1877e-06,-0.344
1.1881e-06,-0.344
1.1885e-06,-0.352
1.1889e-06,-0.352
1.1893e-06,-0.336
1.1897e-06,-0.328
1.1901e-06,-0.32
1.1905e-06,-0.336
1.1909e-06,-0.368
1.1913e-06,-0.384
1.1917e-06,-0.4
1.1921e-06,-0.4
1.1925e-06,-0.416
1.1929e-06,-0.424
1.1933e-06,-0.448
1.1937e-06,-0.456
1.1941e-06,-0.456
1.1945e-06,-0.44
1.1949e-06,-0.44
1.1953e-06,-0.448
1.1957e-06,-0.464
1.1961e-06,-0.448
1.1965e-06,-0.44
1.1969e-06,-0.44
1.1973e-06,-0.44
1.1977e-06,-0.456
1.1981e-06,-0.472
1.1985e-06,-0.464
1.1989e-06,-0.44
1.1993e-06,-0.424
1.1997e-06,-0.424
1.2001e-06,-0.44
1.2005e-06,-0.448
1.2009e-06,-0.432
1.2013e-06,-0.4
1.2017e-06,-0.4
1.2021e-06,-0.384
1.2025e-06,-0.384
1.2029e-06,-0.384
1.2033e-06,-0.36
1.2037e-06,-0.36
1.2041e-06,-0.344
1.2045e-06,-0.336
1.2049e-06,-0.344
1.2053e-06,-0.344
1.2057e-06,-0.344
1.2061e-06,-0.336
1.2065e-06,-0.344
1.2069e-06,-0.36
1.2073e-06,-0.392
1.2077e-06,-0.4
1.2081e-06,-0.408
1.2085e-06,-0.416
1.2089e-06,-0.416
1.2093e-06,-0.44
1.2097e-06,-0.44
1.2101e-06,-0.448
1.2105e-06,-0.456
1.2109e-06,-0.44
1.2113e-06,-0.44
1.2117e-06,-0.432
1.2121e-06,-0.44
1.2125e-06,-0.44
1.2129e-06,-0.448
1.2133e-06,-0.44
1.2137e-06,-0.44
1.2141e-06,-0.456
1.2145e-06,-0.448
1.2149e-06,-0.44
1.2153e-06,-0.432
1.2157e-06,-0.416
1.2161e-06,-0.424
1.2165e-06,-0.424
1.2169e-06,-0.416
1.2173e-06,-0.392
1.2177e-06,-0.384
1.2181e-06,-0.36
1.2185e-06,-0.368
1.2189e-06,-0.36
1.2193e-06,-0.36
1.2197e-06,-0.352
1.2201e-06,-0.336
1.2205e-06,-0.328
1.2209e-06,-0.32
1.2213e-06,-0.336
1.2217e-06,-0.336
1.2221e-06,-0.336
1.2225e-06,-0.336
1.2229e-06,-0.352
1.2233e-06,-0.376
1.2237e-06,-0.408
1.2241e-06,-0.416
1.2245e-06,-0.416
1.2249e-06,-0.424
1.2253e-06,-0.432
1.2257e-06,-0.432
1.2261e-06,-0.456
1.2265e-06,-0.456
1.2269e-06,-0.448
1.2273e-06,-0.432
1.2277e-06,-0.432
1.2281e-06,-0.44
1.2285e-06,-0.456
1.2289e-06,-0.456
1.2293e-06,-0.448
1.2297e-06,-0.432
1.2301e-06,-0.44
1.2305e-06,-0.44
1.2309e-06,-0.44
1.2313e-06,-0.432
1.2317e-06,-0.416
1.2321e-06,-0.408
1.2325e-06,-0.408
1.2329e-06,-0.416
1.2333e-06,-0.408
1.2337e-06,-0.392
1.2341e-06,-0.376
1.2345e-06,-0.368
1.2349e-06,-0.368
1.2353e-06,-0.368
1.2357e-06,-0.376
1.2361e-06,-0.352
1.2365e-06,-0.344
1.2369e-06,-0.328
1.2373e-06,-0.336
1.2377e-06,-0.352
1.2381e-06,-0.36
1.2385e-06,-0.368
1.2389e-06,-0.368
1.2393e-06,-0.376
1.2397e-06,-0.4
1.2401e-06,-0.416
1.2405e-06,-0.432
1.2409e-06,-0.424
1.2413e-06,-0.424
1.2417e-06,-0.424
1.2421e-06,-0.432
1.2425e-06,-0.448
1.2429e-06,-0.456
1.2433e-06,-0.448
1.2437e-06,-0.424
1.2441e-06,-0.416
1.2445e-06,-0.448
1.2449e-06,-0.464
1.2453e-06,-0.464
1.2457e-06,-0.456
1.2461e-06,-0.448
1.2465e-06,-0.44
1.2469e-06,-0.448
1.2473e-06,-0.44
1.2477e-06,-0.44
1.2481e-06,-0.424
1.2485e-06,-0.416
1.2489e-06,-0.416
1.2493e-06,-0.416
1.2497e-06,-0.408
1.2501e-06,-0.392
1.2505e-06,-0.376
1.2509e-06,-0.376
1.2513e-06,-0.36
1.2517e-06,-0.36
1.2521e-06,-0.36
1.2525e-06,-0.344
1.2529e-06,-0.328
1.2533e-06,-0.32
1.2537e-06,-0.336
1.2541e-06,-0.352
1.2545e-06,-0.36
1.2549e-06,-0.368
1.2553e-06,-0.368
1.2557e-06,-0.376
1.2561e-06,-0.416
1.2565e-06,-0.424
1.2569e-06,-0.432
1.2573e-06,-0.424
1.2577e-06,-0.416
1.2581e-06,-0.424
1.2585e-06,-0.44
1.2589e-06,-0.464
1.2593e-06,-0.448
1.2597e-06,-0.44
1.2601e-06,-0.424
1.2605e-06,-0.424
1.2609e-06,-0.456
1.2613e-06,-0.456
1.2617e-06,-0.456
1.2621e-06,-0.432
1.2625e-06,-0.416
1.2629e-06,-0.416
1.2633e-06,-0.432
1.2637e-06,-0.432
1.2641e-06,-0.432
1.2645e-06,-0.424
1.2649e-06,-0.4
1.2653e-06,-0.408
1.2657e-06,-0.408
1.2661e-06,-0.392
1.2665e-06,-0.384
1.2669e-06,-0.36
1.2673e-06,-0.352
1.2677e-06,-0.352
1.2681e-06,-0.36
1.2685e-06,-0.352
1.2689e-06,-0.336
1.2693e-06,-0.32
1.2697e-06,-0.328
1.2701e-06,-0.344
1.2705e-06,-0.368
1.2709e-06,-0.384
1.2713e-06,-0.384
1.2717e-06,-0.392
1.2721e-06,-0.392
1.2725e-06,-0.424
1.2729e-06,-0.432
1.2733e-06,-0.44
1.2737e-06,-0.424
1.2741e-06,-0.416
1.2745e-06,-0.432
1.2749e-06,-0.448
1.2753e-06,-0.448
1.2757e-06,-0.448
1.2761e-06,-0.432
1.2765e-06,-0.432
1.2769e-06,-0.44
1.2773e-06,-0.448
1.2777e-06,-0.456
1.2781e-06,-0.448
1.2785e-06,-0.432
1.2789e-06,-0.416
1.2793e-06,-0.416
1.2797e-06,-0.432
1.2801e-06,-0.44
1.2805e-06,-0.424
1.2809e-06,-0.408
1.2813e-06,-0.384
1.2817e-06,-0.384
1.2821e-06,-0.384
1.2825e-06,-0.384
1.2829e-06,-0.368
1.2833e-06,-0.352
1.2837e-06,-0.336
1.2841e-06,-0.336
1.2845e-06,-0.344
1.2849e-06,-0.336
1.2853e-06,-0.344
1.2857e-06,-0.352
1.2861e-06,-0.352
1.2865e-06,-0.376
1.2869e-06,-0.4
1.2873e-06,-0.408
1.2877e-06,-0.416
1.2881e-06,-0.432
1.2885e-06,-0.432
1.2889e-06,-0.456
1.2893e-06,-0.464
1.2897e-06,-0.456
1.2901e-06,-0.456
1.2905e-06,-0.448
1.2909e-06,-0.456
1.2913e-06,-0.464
1.2917e-06,-0.456
1.2921e-06,-0.456
1.2925e-06,-0.448
1.2929e-06,-0.448
1.2933e-06,-0.448
1.2937e-06,-0.464
1.2941e-06,-0.456
1.2945e-06,-0.44
1.2949e-06,-0.44
1.2953e-06,-0.424
1.2957e-06,-0.432
1.2961e-06,-0.44
1.2965e-06,-0.432
1.2969e-06,-0.408
1.2973e-06,-0.392
1.2977e-06,-0.384
1.2981e-06,-0.392
1.2985e-06,-0.392
1.2989e-06,-0.392
1.2993e-06,-0.368
1.2997e-06,-0.36
1.3001e-06,-0.352
1.3005e-06,-0.352
1.3009e-06,-0.36
1.3013e-06,-0.352
1.3017e-06,-0.352
1.3021e-06,-0.344
1.3025e-06,-0.36
1.3029e-06,-0.368
1.3033e-06,-0.416
1.3037e-06,-0.408
1.3041e-06,-0.408
1.3045e-06,-0.416
1.3049e-06,-0.424
1.3053e-06,-0.448
1.3057e-06,-0.456
1.3061e-06,-0.456
1.3065e-06,-0.44
1.3069e-06,-0.44
1.3073e-06,-0.44
1.3077e-06,-0.448
1.3081e-06,-0.448
1.3085e-06,-0.448
1.3089e-06,-0.456
1.3093e-06,-0.448
1.3097e-06,-0.464
1.3101e-06,-0.456
1.3105e-06,-0.456
1.3109e-06,-0.44
1.3113e-06,-0.424
1.3117e-06,-0.416
1.3121e-06,-0.424
1.3125e-06,-0.432
1.3129e-06,-0.424
1.3133e-06,-0.4
1.3137e-06,-0.384
1.3141e-06,-0.368
1.3145e-06,-0.376
1.3149e-06,-0.376
1.3153e-06,-0.36
1.3157e-06,-0.36
1.3161e-06,-0.344
1.3165e-06,-0.328
1.3169e-06,-0.328
1.3173e-06,-0.344
1.3177e-06,-0.36
1.3181e-06,-0.36
1.3185e-06,-0.36
1.3189e-06,-0.368
1.3193e-06,-0.4
1.3197e-06,-0.416
1.3201e-06,-0.424
1.3205e-06,-0.424
1.3209e-06,-0.416
1.3213e-06,-0.424
1.3217e-06,-0.44
1.3221e-06,-0.456
1.3225e-06,-0.456
1.3229e-06,-0.448
1.3233e-06,-0.432
1.3237e-06,-0.432
1.3241e-06,-0.448
1.3245e-06,-0.448
1.3249e-06,-0.456
1.3253e-06,-0.456
1.3257e-06,-0.448
1.3261e-06,-0.44
1.3265e-06,-0.448
1.3269e-06,-0.448
1.3273e-06,-0.44
1.3277e-06,-0.432
1.3281e-06,-0.416
1.3285e-06,-0.424
1.3289e-06,-0.424
1.3293e-06,-0.416
1.3297e-06,-0.392
1.3301e-06,-0.376
1.3305e-06,-0.368
1.3309e-06,-0.384
1.3313e-06,-0.384
1.3317e-06,-0.368
1.3321e-06,-0.352
1.3325e-06,-0.352
1.3329e-06,-0.336
1.3333e-06,-0.352
1.3337e-06,-0.36
1.3341e-06,-0.368
1.3345e-06,-0.376
1.3349e-06,-0.384
1.3353e-06,-0.4
1.3357e-06,-0.416
1.3361e-06,-0.432
1.3365e-06,-0.432
1.3369e-06,-0.432
1.3373e-06,-0.416
1.3377e-06,-0.432
1.3381e-06,-0.456
1.3385e-06,-0.464
1.3389e-06,-0.456
1.3393e-06,-0.432
1.3397e-06,-0.424
1.3401e-06,-0.44
1.3405e-06,-0.456
1.3409e-06,-0.464
1.3413e-06,-0.448
1.3417e-06,-0.432
1.3421e-06,-0.416
1.3425e-06,-0.424
1.3429e-06,-0.424
1.3433e-06,-0.44
1.3437e-06,-0.424
1.3441e-06,-0.408
1.3445e-06,-0.392
1.3449e-06,-0.4
1.3453e-06,-0.4
1.3457e-06,-0.392
1.3461e-06,-0.376
1.3465e-06,-0.36
1.3469e-06,-0.352
1.3473e-06,-0.36
1.3477e-06,-0.352
1.3481e-06,-0.344
1.3485e-06,-0.32
1.3489e-06,-0.32
1.3493e-06,-0.328
1.3497e-06,-0.352
1.3501e-06,-0.368
1.3505e-06,-0.384
1.3509e-06,-0.384
1.3513e-06,-0.392
1.3517e-06,-0.392
1.3521e-06,-0.432
1.3525e-06,-0.44
1.3529e-06,-0.44
1.3533e-06,-0.432
1.3537e-06,-0.424
1.3541e-06,-0.448
1.3545e-06,-0.448
1.3549e-06,-0.456
1.3553e-06,-0.44
1.3557e-06,-0.432
1.3561e-06,-0.432
1.3565e-06,-0.448
1.3569e-06,-0.456
1.3573e-06,-0.456
1.3577e-06,-0.448
1.3581e-06,-0.432
1.3585e-06,-0.416
1.3589e-06,-0.424
1.3593e-06,-0.424
1.3597e-06,-0.44
1.3601e-06,-0.424
1.3605e-06,-0.392
1.3609e-06,-0.384
1.3613e-06,-0.392
1.3617e-06,-0.384
1.3621e-06,-0.368
1.3625e-06,-0.368
1.3629e-06,-0.352
1.3633e-06,-0.344
1.3637e-06,-0.352
1.3641e-06,-0.352
1.3645e-06,-0.344
1.3649e-06,-0.336
1.3653e-06,-0.336
1.3657e-06,-0.352
1.3661e-06,-0.376
1.3665e-06,-0.392
1.3669e-06,-0.392
1.3673e-06,-0.4
1.3677e-06,-0.408
1.3681e-06,-0.432
1.3685e-06,-0.44
1.3689e-06,-0.448
1.3693e-06,-0.448
1.3697e-06,-0.448
1.3701e-06,-0.448
1.3705e-06,-0.456
1.3709e-06,-0.472
1.3713e-06,-0.464
1.3717e-06,-0.464
1.3721e-06,-0.464
1.3725e-06,-0.456
1.3729e-06,-0.464
1.3733e-06,-0.472
1.3737e-06,-0.464
1.3741e-06,-0.44
1.3745e-06,-0.432
1.3749e-06,-0.416
1.3753e-06,-0.432
1.3757e-06,-0.44
1.3761e-06,-0.424
1.3765e-06,-0.408
1.3769e-06,-0.392
1.3773e-06,-0.376
1.3777e-06,-0.384
1.3781e-06,-0.384
1.3785e-06,-0.368
1.3789e-06,-0.36
1.3793e-06,-0.336
1.3797e-06,-0.336
1.3801e-06,-0.336
1.3805e-06,-0.352
1.3809e-06,-0.344
1.3813e-06,-0.344
1.3817e-06,-0.352
1.3821e-06,-0.36
1.3825e-06,-0.384
1.3829e-06,-0.408
1.3833e-06,-0.416
1.3837e-06,-0.416
1.3841e-06,-0.416
1.3845e-06,-0.424
1.3849e-06,-0.44
1.3853e-06,-0.456
1.3857e-06,-0.456
1.3861e-06,-0.44
1.3865e-06,-0.432
1.3869e-06,-0.432
1.3873e-06,-0.448
1.3877e-06,-0.464
1.3881e-06,-0.456
1.3885e-06,-0.448
1.3889e-06,-0.448
1.3893e-06,-0.448
1.3897e-06,-0.448
1.3901e-06,-0.448
1.3905e-06,-0.432
1.3909e-06,-0.424
1.3913e-06,-0.424
1.3917e-06,-0.424
1.3921e-06,-0.432
1.3925e-06,-0.416
1.3929e-06,-0.392
1.3933e-06,-0.376
1.3937e-06,-0.368
1.3941e-06,-0.376
1.3945e-06,-0.376
1.3949e-06,-0.36
1.3953e-06,-0.344
1.3957e-06,-0.336
1.3961e-06,-0.336
1.3965e-06,-0.344
1.3969e-06,-0.352
1.3973e-06,-0.36
1.3977e-06,-0.368
1.3981e-06,-0.376
1.3985e-06,-0.392
1.3989e-06,-0.424
1.3993e-06,-0.424
1.3997e-06,-0.44
1.4001e-06,-0.44
1.4005e-06,-0.432
1.4009e-06,-0.448
1.4013e-06,-0.456
1.4017e-06,-0.464
1.4021e-06,-0.472
1.4025e-06,-0.448
1.4029e-06,-0.432
1.4033e-06,-0.448
1.4037e-06,-0.464
1.4041e-06,-0.448
1.4045e-06,-0.456
1.4049e-06,-0.448
1.4053e-06,-0.432
1.4057e-06,-0.432
1.4061e-06,-0.44
1.4065e-06,-0.432
1.4069e-06,-0.424
1.4073e-06,-0.416
1.4077e-06,-0.4
1.4081e-06,-0.4
1.4085e-06,-0.4
1.4089e-06,-0.392
1.4093e-06,-0.376
1.4097e-06,-0.36
1.4101e-06,-0.352
1.4105e-06,-0.36
1.4109e-06,-0.352
1.4113e-06,-0.336
1.4117e-06,-0.336
1.4121e-06,-0.32
1.4125e-06,-0.336
1.4129e-06,-0.352
1.4133e-06,-0.368
1.4137e-06,-0.376
1.4141e-06,-0.384
1.4145e-06,-0.392
1.4149e-06,-0.408
1.4153e-06,-0.432
1.4157e-06,-0.448
1.4161e-06,-0.44
1.4165e-06,-0.44
1.4169e-06,-0.424
1.4173e-06,-0.448
1.4177e-06,-0.464
1.4181e-06,-0.464
1.4185e-06,-0.456
1.4189e-06,-0.424
1.4193e-06,-0.44
1.4197e-06,-0.448
1.4201e-06,-0.464
1.4205e-06,-0.464
1.4209e-06,-0.464
1.4213e-06,-0.44
1.4217e-06,-0.448
1.4221e-06,-0.456
1.4225e-06,-0.464
1.4229e-06,-0.456
1.4233e-06,-0.448
1.4237e-06,-0.432
1.4241e-06,-0.416
1.4245e-06,-0.416
1.4249e-06,-0.416
1.4253e-06,-0.4
1.4257e-06,-0.392
1.4261e-06,-0.36
1.4265e-06,-0.36
1.4269e-06,-0.368
1.4273e-06,-0.36
1.4277e-06,-0.352
1.4281e-06,-0.344
1.4285e-06,-0.336
1.4289e-06,-0.352
1.4293e-06,-0.368
1.4297e-06,-0.392
1.4301e-06,-0.4
1.4305e-06,-0.408
1.4309e-06,-0.408
1.4313e-06,-0.432
1.4317e-06,-0.44
1.4321e-06,-0.456
1.4325e-06,-0.448
1.4329e-06,-0.448
1.4333e-06,-0.448
1.4337e-06,-0.448
1.4341e-06,-0.464
1.4345e-06,-0.456
1.4349e-06,-0.448
1.4353e-06,-0.448
1.4357e-06,-0.448
1.4361e-06,-0.448
1.4365e-06,-0.456
1.4369e-06,-0.456
1.4373e-06,-0.44
1.4377e-06,-0.416
1.4381e-06,-0.424
1.4385e-06,-0.424
1.4389e-06,-0.432
1.4393e-06,-0.424
1.4397e-06,-0.408
1.4401e-06,-0.384
1.4405e-06,-0.368
1.4409e-06,-0.376
1.4413e-06,-0.384
1.4417e-06,-0.368
1.4421e-06,-0.352
1.4425e-06,-0.352
1.4429e-06,-0.336
1.4433e-06,-0.336
1.4437e-06,-0.336
1.4441e-06,-0.328
1.4445e-06,-0.328
1.4449e-06,-0.344
1.4453e-06,-0.36
1.4457e-06,-0.384
1.4461e-06,-0.4
1.4465e-06,-0.4
1.4469e-06,-0.408
1.4473e-06,-0.416
1.4477e-06,-0.432
1.4481e-06,-0.44
1.4485e-06,-0.448
1.4489e-06,-0.448
1.4493e-06,-0.44
1.4497e-06,-0.432
1.4501e-06,-0.448
1.4505e-06,-0.448
1.4509e-06,-0.44
1.4513e-06,-0.44
1.4517e-06,-0.44
1.4521e-06,-0.44
1.4525e-06,-0.448
1.4529e-06,-0.448
1.4533e-06,-0.44
1.4537e-06,-0.424
1.4541e-06,-0.424
1.4545e-06,-0.416
1.4549e-06,-0.416
1.4553e-06,-0.424
1.4557e-06,-0.416
1.4561e-06,-0.392
1.4565e-06,-0.368
1.4569e-06,-0.376
1.4573e-06,-0.368
1.4577e-06,-0.376
1.4581e-06,-0.376
1.4585e-06,-0.352
1.4589e-06,-0.352
1.4593e-06,-0.336
1.4597e-06,-0.352
1.4601e-06,-0.36
1.4605e-06,-0.36
1.4609e-06,-0.36
1.4613e-06,-0.368
1.4617e-06,-0.4
1.4621e-06,-0.424
1.4625e-06,-0.432
1.4629e-06,-0.44
1.4633e-06,-0.432
1.4637e-06,-0.44
1.4641e-06,-0.448
1.4645e-06,-0.472
1.4649e-06,-0.472
1.4653e-06,-0.472
1.4657e-06,-0.464
1.4661e-06,-0.44
1.4665e-06,-0.44
1.4669e-06,-0.472
1.4673e-06,-0.472
1.4677e-06,-0.464
