Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,1.64452e-06
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,1.76
,
,
,
Label,
TIME,CH1
2.6349e-06,-0.384
2.6353e-06,-0.384
2.6357e-06,-0.392
2.6361e-06,-0.384
2.6365e-06,-0.368
2.6369e-06,-0.36
2.6373e-06,-0.384
2.6377e-06,-0.408
2.6381e-06,-0.424
2.6385e-06,-0.424
2.6389e-06,-0.432
2.6393e-06,-0.432
2.6397e-06,-0.456
2.6401e-06,-0.456
2.6405e-06,-0.464
2.6409e-06,-0.456
2.6413e-06,-0.456
2.6417e-06,-0.456
2.6421e-06,-0.472
2.6425e-06,-0.488
2.6429e-06,-0.472
2.6433e-06,-0.472
2.6437e-06,-0.456
2.6441e-06,-0.472
2.6445e-06,-0.48
2.6449e-06,-0.488
2.6453e-06,-0.472
2.6457e-06,-0.464
2.6461e-06,-0.44
2.6465e-06,-0.44
2.6469e-06,-0.456
2.6473e-06,-0.464
2.6477e-06,-0.472
2.6481e-06,-0.456
2.6485e-06,-0.448
2.6489e-06,-0.44
2.6493e-06,-0.448
2.6497e-06,-0.448
2.6501e-06,-0.44
2.6505e-06,-0.424
2.6509e-06,-0.4
2.6513e-06,-0.384
2.6517e-06,-0.4
2.6521e-06,-0.392
2.6525e-06,-0.384
2.6529e-06,-0.376
2.6533e-06,-0.376
2.6537e-06,-0.4
2.6541e-06,-0.424
2.6545e-06,-0.448
2.6549e-06,-0.448
2.6553e-06,-0.448
2.6557e-06,-0.448
2.6561e-06,-0.456
2.6565e-06,-0.464
2.6569e-06,-0.48
2.6573e-06,-0.472
2.6577e-06,-0.472
2.6581e-06,-0.456
2.6585e-06,-0.456
2.6589e-06,-0.472
2.6593e-06,-0.464
2.6597e-06,-0.456
2.6601e-06,-0.464
2.6605e-06,-0.456
2.6609e-06,-0.464
2.6613e-06,-0.456
2.6617e-06,-0.448
2.6621e-06,-0.44
2.6625e-06,-0.432
2.6629e-06,-0.44
2.6633e-06,-0.44
2.6637e-06,-0.44
2.6641e-06,-0.424
2.6645e-06,-0.408
2.6649e-06,-0.384
2.6653e-06,-0.376
2.6657e-06,-0.4
2.6661e-06,-0.392
2.6665e-06,-0.376
2.6669e-06,-0.368
2.6673e-06,-0.352
2.6677e-06,-0.36
2.6681e-06,-0.368
2.6685e-06,-0.384
2.6689e-06,-0.376
2.6693e-06,-0.384
2.6697e-06,-0.392
2.6701e-06,-0.416
2.6705e-06,-0.432
2.6709e-06,-0.448
2.6713e-06,-0.448
2.6717e-06,-0.44
2.6721e-06,-0.432
2.6725e-06,-0.456
2.6729e-06,-0.472
2.6733e-06,-0.48
2.6737e-06,-0.48
2.6741e-06,-0.448
2.6745e-06,-0.44
2.6749e-06,-0.456
2.6753e-06,-0.472
2.6757e-06,-0.48
2.6761e-06,-0.472
2.6765e-06,-0.464
2.6769e-06,-0.44
2.6773e-06,-0.464
2.6777e-06,-0.456
2.6781e-06,-0.464
2.6785e-06,-0.448
2.6789e-06,-0.448
2.6793e-06,-0.44
2.6797e-06,-0.448
2.6801e-06,-0.448
2.6805e-06,-0.424
2.6809e-06,-0.408
2.6813e-06,-0.392
2.6817e-06,-0.4
2.6821e-06,-0.4
2.6825e-06,-0.384
2.6829e-06,-0.384
2.6833e-06,-0.36
2.6837e-06,-0.344
2.6841e-06,-0.36
2.6845e-06,-0.376
2.6849e-06,-0.392
2.6853e-06,-0.392
2.6857e-06,-0.392
2.6861e-06,-0.408
2.6865e-06,-0.424
2.6869e-06,-0.448
2.6873e-06,-0.456
2.6877e-06,-0.456
2.6881e-06,-0.448
2.6885e-06,-0.44
2.6889e-06,-0.456
2.6893e-06,-0.472
2.6897e-06,-0.472
2.6901e-06,-0.448
2.6905e-06,-0.44
2.6909e-06,-0.44
2.6913e-06,-0.456
2.6917e-06,-0.48
2.6921e-06,-0.48
2.6925e-06,-0.464
2.6929e-06,-0.448
2.6933e-06,-0.432
2.6937e-06,-0.448
2.6941e-06,-0.456
2.6945e-06,-0.448
2.6949e-06,-0.44
2.6953e-06,-0.416
2.6957e-06,-0.416
2.6961e-06,-0.416
2.6965e-06,-0.416
2.6969e-06,-0.4
2.6973e-06,-0.392
2.6977e-06,-0.384
2.6981e-06,-0.368
2.6985e-06,-0.376
2.6989e-06,-0.368
2.6993e-06,-0.36
2.6997e-06,-0.352
2.7001e-06,-0.352
2.7005e-06,-0.36
2.7009e-06,-0.384
2.7013e-06,-0.408
2.7017e-06,-0.416
2.7021e-06,-0.416
2.7025e-06,-0.424
2.7029e-06,-0.44
2.7033e-06,-0.456
2.7037e-06,-0.456
2.7041e-06,-0.456
2.7045e-06,-0.456
2.7049e-06,-0.448
2.7053e-06,-0.464
2.7057e-06,-0.464
2.7061e-06,-0.456
2.7065e-06,-0.448
2.7069e-06,-0.44
2.7073e-06,-0.448
2.7077e-06,-0.464
2.7081e-06,-0.472
2.7085e-06,-0.464
2.7089e-06,-0.44
2.7093e-06,-0.432
2.7097e-06,-0.432
2.7101e-06,-0.44
2.7105e-06,-0.456
2.7109e-06,-0.448
2.7113e-06,-0.424
2.7117e-06,-0.416
2.7121e-06,-0.4
2.7125e-06,-0.408
2.7129e-06,-0.408
2.7133e-06,-0.392
2.7137e-06,-0.376
2.7141e-06,-0.368
2.7145e-06,-0.36
2.7149e-06,-0.368
2.7153e-06,-0.368
2.7157e-06,-0.36
2.7161e-06,-0.36
2.7165e-06,-0.352
2.7169e-06,-0.392
2.7173e-06,-0.416
2.7177e-06,-0.432
2.7181e-06,-0.432
2.7185e-06,-0.424
2.7189e-06,-0.432
2.7193e-06,-0.432
2.7197e-06,-0.456
2.7201e-06,-0.464
2.7205e-06,-0.464
2.7209e-06,-0.448
2.7213e-06,-0.44
2.7217e-06,-0.44
2.7221e-06,-0.448
2.7225e-06,-0.448
2.7229e-06,-0.456
2.7233e-06,-0.456
2.7237e-06,-0.448
2.7241e-06,-0.456
2.7245e-06,-0.456
2.7249e-06,-0.456
2.7253e-06,-0.44
2.7257e-06,-0.432
2.7261e-06,-0.424
2.7265e-06,-0.44
2.7269e-06,-0.44
2.7273e-06,-0.424
2.7277e-06,-0.4
2.7281e-06,-0.392
2.7285e-06,-0.376
2.7289e-06,-0.384
2.7293e-06,-0.384
2.7297e-06,-0.36
2.7301e-06,-0.352
2.7305e-06,-0.336
2.7309e-06,-0.336
2.7313e-06,-0.352
2.7317e-06,-0.352
2.7321e-06,-0.352
2.7325e-06,-0.36
2.7329e-06,-0.368
2.7333e-06,-0.392
2.7337e-06,-0.408
2.7341e-06,-0.424
2.7345e-06,-0.424
2.7349e-06,-0.424
2.7353e-06,-0.424
2.7357e-06,-0.424
2.7361e-06,-0.448
2.7365e-06,-0.464
2.7369e-06,-0.456
2.7373e-06,-0.44
2.7377e-06,-0.424
2.7381e-06,-0.44
2.7385e-06,-0.448
2.7389e-06,-0.456
2.7393e-06,-0.464
2.7397e-06,-0.456
2.7401e-06,-0.448
2.7405e-06,-0.448
2.7409e-06,-0.448
2.7413e-06,-0.44
2.7417e-06,-0.44
2.7421e-06,-0.424
2.7425e-06,-0.416
2.7429e-06,-0.424
2.7433e-06,-0.408
2.7437e-06,-0.4
2.7441e-06,-0.376
2.7445e-06,-0.368
2.7449e-06,-0.36
2.7453e-06,-0.368
2.7457e-06,-0.368
2.7461e-06,-0.36
2.7465e-06,-0.344
2.7469e-06,-0.328
2.7473e-06,-0.328
2.7477e-06,-0.344
2.7481e-06,-0.352
2.7485e-06,-0.36
2.7489e-06,-0.36
2.7493e-06,-0.384
2.7497e-06,-0.4
2.7501e-06,-0.424
2.7505e-06,-0.424
2.7509e-06,-0.44
2.7513e-06,-0.424
2.7517e-06,-0.424
2.7521e-06,-0.448
2.7525e-06,-0.464
2.7529e-06,-0.464
2.7533e-06,-0.456
2.7537e-06,-0.424
2.7541e-06,-0.432
2.7545e-06,-0.44
2.7549e-06,-0.464
2.7553e-06,-0.464
2.7557e-06,-0.464
2.7561e-06,-0.44
2.7565e-06,-0.424
2.7569e-06,-0.424
2.7573e-06,-0.44
2.7577e-06,-0.44
2.7581e-06,-0.424
2.7585e-06,-0.408
2.7589e-06,-0.4
2.7593e-06,-0.4
2.7597e-06,-0.4
2.7601e-06,-0.392
2.7605e-06,-0.376
2.7609e-06,-0.36
2.7613e-06,-0.352
2.7617e-06,-0.36
2.7621e-06,-0.36
2.7625e-06,-0.344
2.7629e-06,-0.336
2.7633e-06,-0.32
2.7637e-06,-0.328
2.7641e-06,-0.352
2.7645e-06,-0.368
2.7649e-06,-0.392
2.7653e-06,-0.392
2.7657e-06,-0.384
2.7661e-06,-0.408
2.7665e-06,-0.432
2.7669e-06,-0.44
2.7673e-06,-0.448
2.7677e-06,-0.44
2.7681e-06,-0.44
2.7685e-06,-0.456
2.7689e-06,-0.456
2.7693e-06,-0.464
2.7697e-06,-0.448
2.7701e-06,-0.44
2.7705e-06,-0.432
2.7709e-06,-0.448
2.7713e-06,-0.464
2.7717e-06,-0.464
2.7721e-06,-0.448
2.7725e-06,-0.432
2.7729e-06,-0.424
2.7733e-06,-0.432
2.7737e-06,-0.44
2.7741e-06,-0.44
2.7745e-06,-0.424
2.7749e-06,-0.416
2.7753e-06,-0.4
2.7757e-06,-0.408
2.7761e-06,-0.4
2.7765e-06,-0.384
2.7769e-06,-0.368
2.7773e-06,-0.36
2.7777e-06,-0.352
2.7781e-06,-0.36
2.7785e-06,-0.36
2.7789e-06,-0.36
2.7793e-06,-0.352
2.7797e-06,-0.352
2.7801e-06,-0.36
2.7805e-06,-0.384
2.7809e-06,-0.408
2.7813e-06,-0.408
2.7817e-06,-0.416
2.7821e-06,-0.424
2.7825e-06,-0.432
2.7829e-06,-0.448
2.7833e-06,-0.456
2.7837e-06,-0.44
2.7841e-06,-0.44
2.7845e-06,-0.448
2.7849e-06,-0.448
2.7853e-06,-0.456
2.7857e-06,-0.448
2.7861e-06,-0.448
2.7865e-06,-0.44
2.7869e-06,-0.456
2.7873e-06,-0.464
2.7877e-06,-0.48
2.7881e-06,-0.464
2.7885e-06,-0.464
2.7889e-06,-0.464
2.7893e-06,-0.464
2.7897e-06,-0.48
2.7901e-06,-0.488
2.7905e-06,-0.464
2.7909e-06,-0.448
2.7913e-06,-0.432
2.7917e-06,-0.424
2.7921e-06,-0.432
2.7925e-06,-0.424
2.7929e-06,-0.416
2.7933e-06,-0.384
2.7937e-06,-0.368
2.7941e-06,-0.36
2.7945e-06,-0.368
2.7949e-06,-0.368
2.7953e-06,-0.36
2.7957e-06,-0.36
2.7961e-06,-0.368
2.7965e-06,-0.392
2.7969e-06,-0.416
2.7973e-06,-0.432
2.7977e-06,-0.432
2.7981e-06,-0.432
2.7985e-06,-0.424
2.7989e-06,-0.44
2.7993e-06,-0.456
2.7997e-06,-0.472
2.8001e-06,-0.464
2.8005e-06,-0.464
2.8009e-06,-0.44
2.8013e-06,-0.448
2.8017e-06,-0.464
2.8021e-06,-0.472
2.8025e-06,-0.48
2.8029e-06,-0.472
2.8033e-06,-0.464
2.8037e-06,-0.48
2.8041e-06,-0.464
2.8045e-06,-0.464
2.8049e-06,-0.456
2.8053e-06,-0.448
2.8057e-06,-0.432
2.8061e-06,-0.44
2.8065e-06,-0.44
2.8069e-06,-0.424
2.8073e-06,-0.4
2.8077e-06,-0.384
2.8081e-06,-0.384
2.8085e-06,-0.384
2.8089e-06,-0.384
2.8093e-06,-0.376
2.8097e-06,-0.36
2.8101e-06,-0.352
2.8105e-06,-0.344
2.8109e-06,-0.36
2.8113e-06,-0.368
2.8117e-06,-0.376
2.8121e-06,-0.384
2.8125e-06,-0.384
2.8129e-06,-0.416
2.8133e-06,-0.424
2.8137e-06,-0.44
2.8141e-06,-0.44
2.8145e-06,-0.424
2.8149e-06,-0.424
2.8153e-06,-0.44
2.8157e-06,-0.456
2.8161e-06,-0.464
2.8165e-06,-0.456
2.8169e-06,-0.44
2.8173e-06,-0.432
2.8177e-06,-0.448
2.8181e-06,-0.456
2.8185e-06,-0.464
2.8189e-06,-0.456
2.8193e-06,-0.448
2.8197e-06,-0.424
2.8201e-06,-0.432
2.8205e-06,-0.432
2.8209e-06,-0.44
2.8213e-06,-0.416
2.8217e-06,-0.408
2.8221e-06,-0.4
2.8225e-06,-0.416
2.8229e-06,-0.416
2.8233e-06,-0.408
2.8237e-06,-0.4
2.8241e-06,-0.376
2.8245e-06,-0.376
2.8249e-06,-0.376
2.8253e-06,-0.384
2.8257e-06,-0.36
2.8261e-06,-0.352
2.8265e-06,-0.328
2.8269e-06,-0.344
2.8273e-06,-0.36
2.8277e-06,-0.368
2.8281e-06,-0.376
2.8285e-06,-0.392
2.8289e-06,-0.392
2.8293e-06,-0.416
2.8297e-06,-0.44
2.8301e-06,-0.44
2.8305e-06,-0.448
2.8309e-06,-0.424
2.8313e-06,-0.424
2.8317e-06,-0.456
2.8321e-06,-0.48
2.8325e-06,-0.48
2.8329e-06,-0.472
2.8333e-06,-0.456
2.8337e-06,-0.448
2.8341e-06,-0.472
2.8345e-06,-0.48
2.8349e-06,-0.48
2.8353e-06,-0.464
2.8357e-06,-0.448
2.8361e-06,-0.432
2.8365e-06,-0.44
2.8369e-06,-0.448
2.8373e-06,-0.448
2.8377e-06,-0.424
2.8381e-06,-0.416
2.8385e-06,-0.4
2.8389e-06,-0.408
2.8393e-06,-0.408
2.8397e-06,-0.4
2.8401e-06,-0.384
2.8405e-06,-0.376
2.8409e-06,-0.368
2.8413e-06,-0.368
2.8417e-06,-0.376
2.8421e-06,-0.36
2.8425e-06,-0.344
2.8429e-06,-0.336
2.8433e-06,-0.336
2.8437e-06,-0.368
2.8441e-06,-0.384
2.8445e-06,-0.408
2.8449e-06,-0.4
2.8453e-06,-0.408
2.8457e-06,-0.416
2.8461e-06,-0.44
2.8465e-06,-0.448
2.8469e-06,-0.448
2.8473e-06,-0.44
2.8477e-06,-0.44
2.8481e-06,-0.456
2.8485e-06,-0.464
2.8489e-06,-0.464
2.8493e-06,-0.456
2.8497e-06,-0.44
2.8501e-06,-0.44
2.8505e-06,-0.464
2.8509e-06,-0.464
2.8513e-06,-0.464
2.8517e-06,-0.448
2.8521e-06,-0.424
2.8525e-06,-0.408
2.8529e-06,-0.424
2.8533e-06,-0.432
2.8537e-06,-0.44
2.8541e-06,-0.416
2.8545e-06,-0.408
2.8549e-06,-0.392
2.8553e-06,-0.392
2.8557e-06,-0.4
2.8561e-06,-0.384
2.8565e-06,-0.376
2.8569e-06,-0.36
2.8573e-06,-0.352
2.8577e-06,-0.36
2.8581e-06,-0.36
2.8585e-06,-0.352
2.8589e-06,-0.352
2.8593e-06,-0.352
2.8597e-06,-0.36
2.8601e-06,-0.384
2.8605e-06,-0.408
2.8609e-06,-0.424
2.8613e-06,-0.424
2.8617e-06,-0.416
2.8621e-06,-0.432
2.8625e-06,-0.448
2.8629e-06,-0.456
2.8633e-06,-0.464
2.8637e-06,-0.448
2.8641e-06,-0.456
2.8645e-06,-0.456
2.8649e-06,-0.472
2.8653e-06,-0.456
2.8657e-06,-0.456
2.8661e-06,-0.464
2.8665e-06,-0.464
2.8669e-06,-0.464
2.8673e-06,-0.48
2.8677e-06,-0.464
2.8681e-06,-0.456
2.8685e-06,-0.432
2.8689e-06,-0.448
2.8693e-06,-0.44
2.8697e-06,-0.456
2.8701e-06,-0.448
2.8705e-06,-0.416
2.8709e-06,-0.4
2.8713e-06,-0.4
2.8717e-06,-0.4
2.8721e-06,-0.408
2.8725e-06,-0.392
2.8729e-06,-0.376
2.8733e-06,-0.36
2.8737e-06,-0.352
2.8741e-06,-0.36
2.8745e-06,-0.368
2.8749e-06,-0.36
2.8753e-06,-0.36
2.8757e-06,-0.36
2.8761e-06,-0.376
2.8765e-06,-0.408
2.8769e-06,-0.424
2.8773e-06,-0.432
2.8777e-06,-0.432
2.8781e-06,-0.424
2.8785e-06,-0.424
2.8789e-06,-0.456
2.8793e-06,-0.464
2.8797e-06,-0.472
2.8801e-06,-0.464
2.8805e-06,-0.456
2.8809e-06,-0.464
2.8813e-06,-0.472
2.8817e-06,-0.48
2.8821e-06,-0.48
2.8825e-06,-0.472
2.8829e-06,-0.456
2.8833e-06,-0.464
2.8837e-06,-0.464
2.8841e-06,-0.456
2.8845e-06,-0.44
2.8849e-06,-0.432
2.8853e-06,-0.424
2.8857e-06,-0.424
2.8861e-06,-0.432
2.8865e-06,-0.416
2.8869e-06,-0.4
2.8873e-06,-0.384
2.8877e-06,-0.384
2.8881e-06,-0.376
2.8885e-06,-0.384
2.8889e-06,-0.368
2.8893e-06,-0.352
2.8897e-06,-0.336
2.8901e-06,-0.352
2.8905e-06,-0.352
2.8909e-06,-0.36
2.8913e-06,-0.376
2.8917e-06,-0.384
2.8921e-06,-0.384
2.8925e-06,-0.408
2.8929e-06,-0.432
2.8933e-06,-0.448
2.8937e-06,-0.448
2.8941e-06,-0.448
2.8945e-06,-0.432
2.8949e-06,-0.448
2.8953e-06,-0.464
2.8957e-06,-0.472
2.8961e-06,-0.472
2.8965e-06,-0.456
2.8969e-06,-0.44
2.8973e-06,-0.448
2.8977e-06,-0.456
2.8981e-06,-0.48
2.8985e-06,-0.472
2.8989e-06,-0.456
2.8993e-06,-0.44
2.8997e-06,-0.44
2.9001e-06,-0.44
2.9005e-06,-0.432
2.9009e-06,-0.44
2.9013e-06,-0.416
2.9017e-06,-0.408
2.9021e-06,-0.416
2.9025e-06,-0.408
2.9029e-06,-0.4
2.9033e-06,-0.376
2.9037e-06,-0.368
2.9041e-06,-0.36
2.9045e-06,-0.36
2.9049e-06,-0.36
2.9053e-06,-0.352
2.9057e-06,-0.344
2.9061e-06,-0.328
2.9065e-06,-0.336
2.9069e-06,-0.344
2.9073e-06,-0.36
2.9077e-06,-0.36
2.9081e-06,-0.376
2.9085e-06,-0.392
2.9089e-06,-0.4
2.9093e-06,-0.432
2.9097e-06,-0.44
2.9101e-06,-0.416
2.9105e-06,-0.432
2.9109e-06,-0.424
2.9113e-06,-0.448
2.9117e-06,-0.464
2.9121e-06,-0.472
2.9125e-06,-0.448
2.9129e-06,-0.432
2.9133e-06,-0.424
2.9137e-06,-0.456
2.9141e-06,-0.464
2.9145e-06,-0.464
2.9149e-06,-0.456
2.9153e-06,-0.44
2.9157e-06,-0.424
2.9161e-06,-0.432
2.9165e-06,-0.44
2.9169e-06,-0.44
2.9173e-06,-0.432
2.9177e-06,-0.416
2.9181e-06,-0.392
2.9185e-06,-0.4
2.9189e-06,-0.4
2.9193e-06,-0.392
2.9197e-06,-0.376
2.9201e-06,-0.36
2.9205e-06,-0.344
2.9209e-06,-0.36
2.9213e-06,-0.36
2.9217e-06,-0.36
2.9221e-06,-0.336
2.9225e-06,-0.336
2.9229e-06,-0.336
2.9233e-06,-0.36
2.9237e-06,-0.384
2.9241e-06,-0.392
2.9245e-06,-0.392
2.9249e-06,-0.4
2.9253e-06,-0.416
2.9257e-06,-0.432
2.9261e-06,-0.448
2.9265e-06,-0.448
2.9269e-06,-0.44
2.9273e-06,-0.44
2.9277e-06,-0.448
2.9281e-06,-0.464
2.9285e-06,-0.456
2.9289e-06,-0.456
2.9293e-06,-0.432
2.9297e-06,-0.432
2.9301e-06,-0.44
2.9305e-06,-0.456
2.9309e-06,-0.464
2.9313e-06,-0.448
2.9317e-06,-0.424
2.9321e-06,-0.424
2.9325e-06,-0.432
2.9329e-06,-0.456
2.9333e-06,-0.456
2.9337e-06,-0.448
2.9341e-06,-0.432
2.9345e-06,-0.424
2.9349e-06,-0.424
2.9353e-06,-0.44
2.9357e-06,-0.424
2.9361e-06,-0.416
2.9365e-06,-0.4
2.9369e-06,-0.376
2.9373e-06,-0.384
2.9377e-06,-0.384
2.9381e-06,-0.376
2.9385e-06,-0.368
2.9389e-06,-0.36
2.9393e-06,-0.368
2.9397e-06,-0.392
2.9401e-06,-0.416
2.9405e-06,-0.424
2.9409e-06,-0.432
2.9413e-06,-0.44
2.9417e-06,-0.44
2.9421e-06,-0.456
2.9425e-06,-0.456
2.9429e-06,-0.456
2.9433e-06,-0.456
2.9437e-06,-0.456
2.9441e-06,-0.464
2.9445e-06,-0.464
2.9449e-06,-0.456
2.9453e-06,-0.464
2.9457e-06,-0.464
2.9461e-06,-0.472
2.9465e-06,-0.472
2.9469e-06,-0.48
2.9473e-06,-0.464
2.9477e-06,-0.456
2.9481e-06,-0.44
2.9485e-06,-0.44
2.9489e-06,-0.44
2.9493e-06,-0.448
2.9497e-06,-0.44
2.9501e-06,-0.424
2.9505e-06,-0.4
2.9509e-06,-0.392
2.9513e-06,-0.4
2.9517e-06,-0.4
2.9521e-06,-0.392
2.9525e-06,-0.376
2.9529e-06,-0.36
2.9533e-06,-0.352
2.9537e-06,-0.36
2.9541e-06,-0.368
2.9545e-06,-0.36
2.9549e-06,-0.36
2.9553e-06,-0.36
2.9557e-06,-0.368
2.9561e-06,-0.408
2.9565e-06,-0.424
2.9569e-06,-0.432
2.9573e-06,-0.432
2.9577e-06,-0.424
2.9581e-06,-0.432
2.9585e-06,-0.448
2.9589e-06,-0.456
2.9593e-06,-0.464
2.9597e-06,-0.448
2.9601e-06,-0.432
2.9605e-06,-0.44
2.9609e-06,-0.44
2.9613e-06,-0.456
2.9617e-06,-0.456
2.9621e-06,-0.456
2.9625e-06,-0.44
2.9629e-06,-0.44
2.9633e-06,-0.44
2.9637e-06,-0.44
2.9641e-06,-0.424
2.9645e-06,-0.416
2.9649e-06,-0.416
2.9653e-06,-0.416
2.9657e-06,-0.416
2.9661e-06,-0.416
2.9665e-06,-0.4
2.9669e-06,-0.376
2.9673e-06,-0.368
2.9677e-06,-0.376
2.9681e-06,-0.376
2.9685e-06,-0.368
2.9689e-06,-0.36
2.9693e-06,-0.352
2.9697e-06,-0.344
2.9701e-06,-0.352
2.9705e-06,-0.36
2.9709e-06,-0.368
2.9713e-06,-0.36
2.9717e-06,-0.368
2.9721e-06,-0.384
2.9725e-06,-0.408
2.9729e-06,-0.424
2.9733e-06,-0.432
2.9737e-06,-0.424
2.9741e-06,-0.416
2.9745e-06,-0.432
2.9749e-06,-0.448
2.9753e-06,-0.456
2.9757e-06,-0.464
2.9761e-06,-0.448
2.9765e-06,-0.432
2.9769e-06,-0.424
2.9773e-06,-0.448
2.9777e-06,-0.464
2.9781e-06,-0.472
2.9785e-06,-0.456
2.9789e-06,-0.448
2.9793e-06,-0.432
2.9797e-06,-0.44
2.9801e-06,-0.44
2.9805e-06,-0.44
2.9809e-06,-0.432
2.9813e-06,-0.416
2.9817e-06,-0.432
2.9821e-06,-0.432
2.9825e-06,-0.408
2.9829e-06,-0.4
2.9833e-06,-0.384
2.9837e-06,-0.368
2.9841e-06,-0.376
2.9845e-06,-0.368
2.9849e-06,-0.36
2.9853e-06,-0.344
2.9857e-06,-0.328
2.9861e-06,-0.328
2.9865e-06,-0.344
2.9869e-06,-0.36
2.9873e-06,-0.36
2.9877e-06,-0.368
2.9881e-06,-0.368
2.9885e-06,-0.392
2.9889e-06,-0.416
2.9893e-06,-0.432
2.9897e-06,-0.432
2.9901e-06,-0.432
2.9905e-06,-0.432
2.9909e-06,-0.44
2.9913e-06,-0.464
2.9917e-06,-0.472
2.9921e-06,-0.464
2.9925e-06,-0.448
2.9929e-06,-0.424
2.9933e-06,-0.432
2.9937e-06,-0.456
2.9941e-06,-0.464
2.9945e-06,-0.448
2.9949e-06,-0.44
2.9953e-06,-0.424
2.9957e-06,-0.416
2.9961e-06,-0.44
2.9965e-06,-0.432
2.9969e-06,-0.432
2.9973e-06,-0.416
2.9977e-06,-0.392
2.9981e-06,-0.4
2.9985e-06,-0.408
2.9989e-06,-0.392
2.9993e-06,-0.384
2.9997e-06,-0.36
3.0001e-06,-0.36
3.0005e-06,-0.36
3.0009e-06,-0.368
3.0013e-06,-0.36
3.0017e-06,-0.344
3.0021e-06,-0.328
3.0025e-06,-0.336
3.0029e-06,-0.36
3.0033e-06,-0.376
3.0037e-06,-0.4
3.0041e-06,-0.408
3.0045e-06,-0.4
3.0049e-06,-0.416
3.0053e-06,-0.44
3.0057e-06,-0.456
3.0061e-06,-0.448
3.0065e-06,-0.44
3.0069e-06,-0.44
3.0073e-06,-0.448
3.0077e-06,-0.464
3.0081e-06,-0.472
3.0085e-06,-0.464
3.0089e-06,-0.448
3.0093e-06,-0.472
3.0097e-06,-0.48
3.0101e-06,-0.496
3.0105e-06,-0.504
3.0109e-06,-0.496
3.0113e-06,-0.464
3.0117e-06,-0.456
3.0121e-06,-0.464
3.0125e-06,-0.472
3.0129e-06,-0.472
3.0133e-06,-0.464
3.0137e-06,-0.424
3.0141e-06,-0.408
3.0145e-06,-0.4
3.0149e-06,-0.408
3.0153e-06,-0.4
3.0157e-06,-0.384
3.0161e-06,-0.368
3.0165e-06,-0.36
3.0169e-06,-0.36
3.0173e-06,-0.36
3.0177e-06,-0.352
3.0181e-06,-0.336
3.0185e-06,-0.336
3.0189e-06,-0.336
3.0193e-06,-0.36
3.0197e-06,-0.376
3.0201e-06,-0.392
3.0205e-06,-0.4
3.0209e-06,-0.4
3.0213e-06,-0.416
3.0217e-06,-0.432
3.0221e-06,-0.448
3.0225e-06,-0.448
3.0229e-06,-0.432
3.0233e-06,-0.44
3.0237e-06,-0.456
3.0241e-06,-0.464
3.0245e-06,-0.448
3.0249e-06,-0.448
3.0253e-06,-0.448
3.0257e-06,-0.44
3.0261e-06,-0.464
3.0265e-06,-0.464
3.0269e-06,-0.464
3.0273e-06,-0.44
3.0277e-06,-0.432
3.0281e-06,-0.432
3.0285e-06,-0.44
3.0289e-06,-0.456
3.0293e-06,-0.448
3.0297e-06,-0.432
3.0301e-06,-0.416
3.0305e-06,-0.4
3.0309e-06,-0.408
3.0313e-06,-0.408
3.0317e-06,-0.408
3.0321e-06,-0.384
3.0325e-06,-0.368
3.0329e-06,-0.36
3.0333e-06,-0.376
3.0337e-06,-0.368
3.0341e-06,-0.376
3.0345e-06,-0.36
3.0349e-06,-0.36
3.0353e-06,-0.376
3.0357e-06,-0.4
3.0361e-06,-0.416
3.0365e-06,-0.44
3.0369e-06,-0.44
3.0373e-06,-0.432
3.0377e-06,-0.432
3.0381e-06,-0.456
3.0385e-06,-0.456
3.0389e-06,-0.448
3.0393e-06,-0.456
3.0397e-06,-0.44
3.0401e-06,-0.44
3.0405e-06,-0.448
3.0409e-06,-0.464
3.0413e-06,-0.472
3.0417e-06,-0.472
3.0421e-06,-0.472
3.0425e-06,-0.472
3.0429e-06,-0.48
3.0433e-06,-0.472
3.0437e-06,-0.456
3.0441e-06,-0.448
3.0445e-06,-0.44
3.0449e-06,-0.448
3.0453e-06,-0.448
3.0457e-06,-0.44
3.0461e-06,-0.416
3.0465e-06,-0.408
3.0469e-06,-0.376
3.0473e-06,-0.384
3.0477e-06,-0.392
3.0481e-06,-0.384
3.0485e-06,-0.368
3.0489e-06,-0.352
3.0493e-06,-0.344
3.0497e-06,-0.344
3.0501e-06,-0.368
3.0505e-06,-0.36
3.0509e-06,-0.36
3.0513e-06,-0.36
3.0517e-06,-0.368
3.0521e-06,-0.4
3.0525e-06,-0.432
3.0529e-06,-0.432
3.0533e-06,-0.44
3.0537e-06,-0.424
3.0541e-06,-0.432
3.0545e-06,-0.448
3.0549e-06,-0.464
3.0553e-06,-0.464
3.0557e-06,-0.464
3.0561e-06,-0.44
3.0565e-06,-0.44
3.0569e-06,-0.448
3.0573e-06,-0.456
3.0577e-06,-0.456
3.0581e-06,-0.464
3.0585e-06,-0.448
3.0589e-06,-0.448
3.0593e-06,-0.448
